RaceName,Sex,AgeGroup,CountyName,CommunicationType,ElectionType,count
Hispanic,F,18-29,BERRIEN,call,lpv,200
Black,F,45-64,OAKLAND,call,lpv,170
Unknown,F,30-44,MUSKEGON,text,lpv,489
Unknown,M,30-44,EATON,call,lpv,62
Black,F,30-44,BAY,mail,lpv,101
Black,F,18-29,MARQUETTE,mail,lpv,53
Caucasian,F,65+,MENOMINEE,text,scomi,11
Asian,F,30-44,MACOMB,postcards,lpv,12
Unknown,F,30-44,ST. CLAIR,text,scomi,67
Hispanic,M,65+,CLINTON,call,lpv,20
Hispanic,F,65+,KENT,text,scomi,132
Asian,M,30-44,KALAMAZOO,call,lpv,86
Hispanic,M,18-29,LEELANAU,text,lpv,34
Caucasian,M,30-44,BERRIEN,mail,oakland,3
Unknown,M,18-29,EATON,mail,lpv,23
Hispanic,F,30-44,BERRIEN,text,scomi,50
Hispanic,M,65+,ST. JOSEPH,text,lpv,15
Unknown,M,45-64,EATON,call,lpv,25
Hispanic,F,30-44,LENAWEE,text,scomi,6
Black,F,30-44,TUSCOLA,call,lpv,4
Native American,M,45-64,MACKINAC,text,lpv,13
Hispanic,F,18-29,ALPENA,call,lpv,4
Black,F,45-64,LEELANAU,call,lpv,1
Native American,F,18-29,MACOMB,call,lpv,4
Hispanic,F,30-44,HURON,text,lpv,31
Asian,F,45-64,MACOMB,mail,oakland,6
Black,U,30-44,WAYNE,mail,lpv,8
Native American,F,30-44,ST. JOSEPH,text,lpv,2
Hispanic,M,30-44,ANTRIM,call,lpv,4
Unknown,M,65+,GOGEBIC,text,lpv,4
Asian,F,18-29,GENESEE,text,scomi,2
Unknown,M,18-29,MACOMB,text,oakland county prosecutor race,1
Asian,M,18-29,LENAWEE,call,lpv,3
Black,F,30-44,GENESEE,text,lpv,36090
Caucasian,M,30-44,LAPEER,text,lpv,2328
Caucasian,F,18-29,NEWAYGO,text,lpv,870
Hispanic,F,65+,EATON,text,lpv,121
Caucasian,F,30-44,WASHTENAW,call,lpv,4774
Caucasian,M,18-29,MUSKEGON,text,lpv,3930
Caucasian,M,18-29,MARQUETTE,mail,lpv,720
Caucasian,F,45-64,HURON,text,lpv,397
Caucasian,M,18-29,KENT,postcards,lpv,107
Caucasian,F,18-29,GENESEE,postcards,lpv,87
Caucasian,F,45-64,MIDLAND,text,scomi,46
Caucasian,M,65+,MENOMINEE,text,lpv,145
Caucasian,F,18-29,IONIA,postcards,lpv,18
Unknown,F,18-29,SAGINAW,call,lpv,76
Caucasian,F,45-64,MONROE,postcards,lpv,33
Asian,F,30-44,LIVINGSTON,text,lpv,57
Hispanic,M,18-29,GENESEE,text,scomi,30
Caucasian,M,18-29,OSCODA,text,lpv,70
Asian,F,30-44,WAYNE,text,oakland,11
Caucasian,M,45-64,INGHAM,mail,lpv,63
Caucasian,F,45-64,EATON,postcards,lpv,21
Black,M,65+,CASS,call,lpv,21
Caucasian,F,45-64,GENESEE,text,oakland,31
Caucasian,M,18-29,ALLEGAN,mail,lpv,162
Caucasian,F,45-64,GENESEE,mail,oakland,35
Unknown,M,30-44,OTTAWA,mail,lpv,103
Caucasian,M,45-64,SAGINAW,mail,lpv,44
Caucasian,M,45-64,LEELANAU,text,scomi,4
Black,F,18-29,ISABELLA,text,scomi,17
Unknown,F,45-64,BERRIEN,text,lpv,244
Caucasian,M,18-29,NEWAYGO,phone,oakland,6
Hispanic,M,30-44,MUSKEGON,text,scomi,52
Caucasian,M,18-29,LAPEER,postcards,lpv,9
Black,M,30-44,LEELANAU,text,lpv,2
Unknown,M,30-44,CALHOUN,text,scomi,24
Unknown,M,18-29,LENAWEE,call,lpv,28
Caucasian,M,65+,MACOMB,phone,oakland,19
Unknown,M,18-29,EATON,text,scomi,4
Unknown,M,18-29,GRAND TRAVERSE,call,lpv,12
Asian,M,30-44,BARRY,text,lpv,1
Unknown,M,18-29,CHEBOYGAN,text,lpv,5
Black,M,18-29,MECOSTA,call,lpv,6
Black,M,18-29,BENZIE,text,lpv,1
Unknown,F,30-44,LUCE,text,lpv,12
Hispanic,F,18-29,LENAWEE,mail,lpv,6
Hispanic,F,18-29,VAN BUREN,text,scomi,9
Hispanic,F,45-64,MARQUETTE,call,lpv,11
Asian,F,45-64,ISABELLA,text,lpv,9
Black,M,65+,ISABELLA,mail,lpv,2
Caucasian,M,45-64,LAPEER,text,oakland,4
Black,F,45-64,CLARE,text,scomi,2
Asian,F,65+,OTTAWA,mail,oakland,15
Hispanic,M,18-29,MACOMB,mail,oakland,2
Caucasian,U,18-29,LIVINGSTON,call,lpv,3
Caucasian,F,45-64,KALAMAZOO,text,oakland prosecutor,2
Unknown,M,65+,SAGINAW,postcards,lpv,5
Caucasian,F,45-64,CRAWFORD,text,scomi,2
Black,F,45-64,OAKLAND,text,oakland,46494
Caucasian,F,45-64,MUSKEGON,postcards,lpv,18
Caucasian,M,45-64,IONIA,text,lpv,633
Asian,F,65+,WASHTENAW,text,lpv,1281
Caucasian,M,18-29,LENAWEE,text,lpv,1644
Black,M,18-29,INGHAM,mail,lpv,1921
Hispanic,M,45-64,LENAWEE,call,lpv,227
Asian,F,65+,WAYNE,call,lpv,297
Hispanic,M,18-29,WASHTENAW,mail,lpv,742
Caucasian,F,18-29,OAKLAND,call,oakland,1926
Asian,M,18-29,WASHTENAW,text,scomi,312
Black,M,45-64,KALKASKA,call,lpv,4
Hispanic,M,65+,CALHOUN,mail,lpv,35
Hispanic,M,65+,MUSKEGON,call,lpv,34
Caucasian,F,45-64,EATON,text,scomi,99
Black,F,30-44,SHIAWASSEE,call,lpv,13
Hispanic,M,45-64,JACKSON,text,lpv,217
Unknown,F,45-64,KENT,text,scomi,148
Unknown,M,18-29,ISABELLA,text,lpv,86
Asian,F,45-64,MIDLAND,text,lpv,32
Caucasian,F,30-44,IOSCO,postcards,lpv,2
Caucasian,M,45-64,CALHOUN,postcards,lpv,15
Caucasian,M,18-29,NEWAYGO,mail,oakland,18
Unknown,M,30-44,WEXFORD,text,lpv,7
Caucasian,M,45-64,SHIAWASSEE,postcards,lpv,8
Black,F,45-64,KENT,postcards,lpv,30
Black,F,18-29,LIVINGSTON,text,lpv,23
Caucasian,F,65+,LEELANAU,phone,oakland prosecutor,10
Native American,M,45-64,MARQUETTE,text,scomi,5
Caucasian,F,18-29,OSCODA,mail,lpv,4
Caucasian,F,18-29,OTTAWA,phone,oakland prosecutor,11
Caucasian,F,45-64,ALCONA,text,scomi,1
Hispanic,M,18-29,CHEBOYGAN,call,lpv,2
Black,M,18-29,CASS,postcards,lpv,4
Hispanic,F,30-44,VAN BUREN,mail,lpv,3
Hispanic,M,65+,ALCONA,text,lpv,18
Caucasian,F,45-64,DELTA,postcards,lpv,3
Unknown,M,18-29,MONTMORENCY,call,lpv,1
Caucasian,F,45-64,EMMET,mail,oakland,9
Unknown,F,65+,EMMET,text,lpv,1
Black,F,18-29,IONIA,mail,lpv,4
Caucasian,F,45-64,OAKLAND,text,oakland,55425
Hispanic,M,18-29,INGHAM,text,lpv,2600
Caucasian,M,45-64,WAYNE,text,lpv,16418
Black,M,30-44,MUSKEGON,postcards,lpv,11
Caucasian,F,45-64,ALLEGAN,text,lpv,1343
Caucasian,M,65+,NEWAYGO,text,lpv,706
Hispanic,M,30-44,OAKLAND,mail,lpv,593
Caucasian,F,45-64,DICKINSON,text,lpv,338
Black,F,45-64,MONTMORENCY,call,lpv,1
Caucasian,M,30-44,ALPENA,call,lpv,338
Caucasian,M,45-64,ALGER,text,lpv,56
Asian,F,30-44,OTTAWA,text,lpv,835
Unknown,F,45-64,MACOMB,call,lpv,706
Caucasian,F,45-64,GLADWIN,text,lpv,335
Caucasian,M,45-64,MUSKEGON,mail,lpv,85
Black,M,45-64,DICKINSON,call,lpv,1
Hispanic,F,18-29,GENESEE,text,scomi,59
Asian,F,18-29,KENT,mail,lpv,208
Caucasian,M,45-64,KALKASKA,text,scomi,4
Caucasian,F,18-29,MONTCALM,mail,lpv,42
Caucasian,M,18-29,ST. CLAIR,postcards,lpv,30
Hispanic,F,30-44,MONROE,call,lpv,108
Hispanic,M,30-44,MACOMB,text,scomi,211
Caucasian,F,65+,ARENAC,text,oakland county prosecutor race,3
Black,F,65+,EATON,text,lpv,214
Hispanic,M,30-44,BARRY,text,lpv,50
Asian,F,65+,WAYNE,postcards,lpv,21
Caucasian,F,65+,MECOSTA,text,oakland county prosecutor race,4
Hispanic,M,65+,CALHOUN,call,lpv,22
Hispanic,M,18-29,CHEBOYGAN,text,lpv,3
Hispanic,M,18-29,ST. JOSEPH,mail,lpv,1
Hispanic,M,18-29,MONTCALM,text,lpv,22
Unknown,F,65+,LIVINGSTON,text,lpv,11
Hispanic,M,65+,NEWAYGO,call,lpv,21
Caucasian,F,65+,KALAMAZOO,call,oakland,10
Hispanic,M,18-29,EMMET,mail,lpv,5
Hispanic,F,65+,CALHOUN,call,lpv,17
Caucasian,F,18-29,WEXFORD,mail,lpv,7
Caucasian,M,30-44,CHIPPEWA,postcards,lpv,6
Caucasian,M,45-64,MIDLAND,call,lpv,3
Caucasian,F,65+,MACOMB,call,lpv,22
Asian,M,65+,LIVINGSTON,text,lpv,20
Unknown,F,45-64,EATON,text,scomi,7
Caucasian,F,65+,GLADWIN,text,oakland county prosecutor race,5
Hispanic,M,18-29,HOUGHTON,text,lpv,12
Native American,F,18-29,CHARLEVOIX,text,lpv,6
Caucasian,F,18-29,OSCEOLA,postcards,lpv,4
Asian,M,45-64,GRATIOT,call,lpv,1
Black,M,18-29,BRANCH,text,lpv,16
Hispanic,M,18-29,OAKLAND,call,oakland,10
Unknown,M,18-29,HOUGHTON,text,lpv,4
Caucasian,F,30-44,BENZIE,mail,lpv,1
Caucasian,M,45-64,ALCONA,text,oakland,2
Caucasian,F,30-44,BAY,text,oakland,2
Black,M,30-44,ALCONA,mail,lpv,1
Hispanic,F,18-29,MACKINAC,call,lpv,1
Caucasian,M,18-29,LEELANAU,mail,lpv,3
Caucasian,F,45-64,ONTONAGON,text,scomi,1
Caucasian,F,30-44,ST. CLAIR,text,scomi,953
Hispanic,F,65+,EATON,call,lpv,45
Caucasian,M,30-44,WAYNE,mail,oakland,326
Caucasian,M,65+,OGEMAW,text,lpv,256
Unknown,M,30-44,MACOMB,text,scomi,283
Caucasian,M,18-29,WAYNE,postcards,lpv,205
Caucasian,F,18-29,WASHTENAW,postcards,lpv,114
Asian,F,45-64,EATON,call,lpv,29
Unknown,F,18-29,OTTAWA,text,scomi,49
Hispanic,F,45-64,MACOMB,text,scomi,172
Caucasian,M,45-64,ISABELLA,call,lpv,13
Caucasian,M,30-44,ARENAC,mail,lpv,7
Caucasian,M,18-29,INGHAM,postcards,lpv,52
Black,M,18-29,INGHAM,mail,oakland,37
Hispanic,F,45-64,MONTCALM,text,lpv,74
Unknown,F,45-64,MIDLAND,call,lpv,10
Hispanic,F,30-44,TUSCOLA,call,lpv,12
Black,F,30-44,GRATIOT,text,lpv,81
Hispanic,F,18-29,LEELANAU,text,lpv,29
Caucasian,M,30-44,JACKSON,mail,lpv,23
Caucasian,F,30-44,SAGINAW,mail,oakland,13
Unknown,F,30-44,LIVINGSTON,text,lpv,66
Caucasian,M,65+,LEELANAU,mail,oakland,6
Asian,M,45-64,EATON,call,lpv,43
Caucasian,F,45-64,CHEBOYGAN,postcards,lpv,9
Asian,F,45-64,WASHTENAW,postcards,lpv,18
Hispanic,F,45-64,ST. CLAIR,text,scomi,31
Caucasian,M,45-64,ST. CLAIR,mail,lpv,26
Unknown,F,65+,BERRIEN,call,lpv,15
Hispanic,M,45-64,LEELANAU,call,lpv,13
Asian,F,45-64,SCHOOLCRAFT,call,lpv,5
Asian,F,65+,BERRIEN,call,lpv,24
Unknown,F,18-29,HOUGHTON,call,lpv,4
Asian,F,65+,ST. CLAIR,call,lpv,1
Unknown,M,45-64,CASS,call,lpv,16
Caucasian,M,30-44,KALAMAZOO,mail,oakland,17
Unknown,M,18-29,MONROE,call,lpv,2
Hispanic,M,45-64,LENAWEE,text,scomi,8
Caucasian,F,65+,LEELANAU,text,oakland,19
Black,F,18-29,SHIAWASSEE,call,lpv,5
Hispanic,F,30-44,MENOMINEE,call,lpv,4
Hispanic,M,65+,CASS,call,lpv,9
Black,F,30-44,LUCE,text,lpv,6
Hispanic,M,18-29,CLARE,text,lpv,16
Hispanic,F,18-29,MISSAUKEE,call,lpv,4
Black,M,65+,TUSCOLA,call,lpv,4
Black,M,65+,WAYNE,text,oakland prosecutor,8
Unknown,M,30-44,WEXFORD,call,lpv,3
Black,F,45-64,LENAWEE,text,scomi,1
Asian,F,65+,ST. CLAIR,text,lpv,2
Hispanic,F,65+,INGHAM,mail,lpv,432
Asian,F,30-44,WAYNE,mail,lpv,2194
Caucasian,F,30-44,LUCE,text,lpv,125
Caucasian,M,30-44,GENESEE,text,lpv,17416
Asian,F,65+,WASHTENAW,mail,lpv,369
Hispanic,M,30-44,OTTAWA,text,scomi,405
Caucasian,F,30-44,INGHAM,mail,lpv,3488
Black,F,30-44,BAY,text,lpv,382
Unknown,M,65+,WAYNE,text,lpv,2516
Black,F,30-44,JACKSON,call,lpv,291
Caucasian,F,30-44,EATON,mail,lpv,123
Black,F,30-44,CALHOUN,call,lpv,786
Caucasian,F,65+,GRATIOT,text,lpv,355
Caucasian,M,30-44,BERRIEN,postcards,lpv,43
Hispanic,M,30-44,GRAND TRAVERSE,text,lpv,114
Caucasian,F,45-64,ST. CLAIR,postcards,lpv,48
Hispanic,M,45-64,CALHOUN,call,lpv,119
Black,F,65+,KALAMAZOO,mail,lpv,275
Black,F,18-29,MONROE,text,lpv,141
Asian,M,30-44,OAKLAND,postcards,lpv,24
Caucasian,F,65+,TUSCOLA,text,scomi,19
Hispanic,F,65+,MACOMB,text,lpv,340
Hispanic,M,45-64,BAY,call,lpv,114
Caucasian,M,45-64,WASHTENAW,mail,lpv,75
Caucasian,F,45-64,SCHOOLCRAFT,postcards,lpv,7
Hispanic,F,45-64,WASHTENAW,mail,lpv,258
Hispanic,F,30-44,CLINTON,text,lpv,166
Black,F,18-29,OAKLAND,text,oakland county prosecutor race,388
Caucasian,M,65+,IRON,text,lpv,159
Caucasian,F,65+,ST. JOSEPH,text,scomi,12
Black,F,45-64,ALPENA,text,lpv,1
Black,M,18-29,MUSKEGON,text,scomi,85
Caucasian,F,45-64,DICKINSON,text,scomi,11
Black,F,45-64,MACOMB,postcards,lpv,57
Caucasian,M,18-29,GRATIOT,mail,lpv,2
Hispanic,F,45-64,CASS,text,lpv,60
Caucasian,F,45-64,SHIAWASSEE,text,scomi,27
Asian,F,30-44,BERRIEN,call,lpv,53
Black,F,30-44,BRANCH,call,lpv,13
Hispanic,M,45-64,SHIAWASSEE,text,lpv,44
Asian,U,18-29,WAYNE,text,lpv,35
Unknown,F,45-64,MENOMINEE,call,lpv,3
Caucasian,F,30-44,CASS,postcards,lpv,9
Caucasian,U,30-44,WAYNE,mail,lpv,2
Hispanic,M,65+,CHIPPEWA,text,lpv,1
Black,F,45-64,CHIPPEWA,text,scomi,4
Caucasian,M,45-64,CHARLEVOIX,text,scomi,4
Hispanic,M,30-44,WEXFORD,call,lpv,8
Black,F,18-29,LAPEER,call,lpv,8
Native American,F,65+,LIVINGSTON,text,lpv,1
Caucasian,U,18-29,OCEANA,text,lpv,12
Caucasian,M,18-29,INGHAM,text,oakland prosecutor,5
Black,U,65+,MACOMB,mail,lpv,1
Unknown,F,18-29,HILLSDALE,call,lpv,1
Caucasian,M,30-44,SAGINAW,text,lpv,7519
Asian,F,30-44,MACOMB,text,scomi,668
Hispanic,M,45-64,WAYNE,text,scomi,1102
Caucasian,F,65+,WAYNE,postcards,lpv,1232
Black,F,65+,SAGINAW,mail,lpv,795
Caucasian,M,30-44,OSCEOLA,call,lpv,153
Hispanic,F,18-29,WAYNE,mail,lpv,2462
Caucasian,M,45-64,OAKLAND,text,scomi,2774
Hispanic,F,65+,WASHTENAW,text,lpv,332
Hispanic,F,30-44,INGHAM,text,scomi,671
Unknown,F,30-44,WAYNE,text,oakland,20
Black,F,65+,INGHAM,call,lpv,193
Caucasian,F,65+,MACOMB,mail,lpv,92
Caucasian,F,45-64,CLINTON,postcards,lpv,18
Hispanic,M,18-29,ST. CLAIR,call,lpv,57
Caucasian,M,30-44,ROSCOMMON,call,lpv,146
Hispanic,F,18-29,NEWAYGO,call,lpv,48
Hispanic,F,18-29,LIVINGSTON,call,lpv,42
Caucasian,M,45-64,GENESEE,postcards,lpv,77
Caucasian,M,18-29,OSCEOLA,call,lpv,87
Hispanic,F,30-44,BENZIE,call,lpv,3
Unknown,F,18-29,KALAMAZOO,text,lpv,746
Caucasian,F,45-64,CLINTON,text,scomi,47
Black,M,45-64,WAYNE,text,oakland prosecutor,11
Native American,F,30-44,CHIPPEWA,text,lpv,112
Unknown,M,30-44,OAKLAND,call,oakland,133
Caucasian,F,45-64,LAPEER,text,oakland county prosecutor race,20
Asian,F,30-44,CALHOUN,text,lpv,121
Caucasian,M,18-29,MONTCALM,mail,lpv,4
Caucasian,F,30-44,EATON,text,oakland,4
Hispanic,F,45-64,GLADWIN,text,lpv,13
Hispanic,F,30-44,MACOMB,mail,oakland,15
Asian,M,45-64,MACOMB,postcards,lpv,31
Caucasian,F,65+,GRATIOT,postcards,lpv,18
Asian,F,65+,KENT,postcards,lpv,9
Unknown,F,65+,MONROE,call,lpv,5
Asian,U,30-44,WAYNE,text,scomi,4
Caucasian,F,45-64,OGEMAW,text,oakland,4
Caucasian,F,30-44,VAN BUREN,mail,lpv,28
Unknown,M,45-64,MACOMB,phone,oakland prosecutor,3
Caucasian,M,18-29,ALPENA,postcards,lpv,2
Hispanic,F,18-29,IONIA,mail,lpv,1
Hispanic,M,18-29,CHARLEVOIX,call,lpv,8
Native American,F,30-44,ROSCOMMON,call,lpv,1
Asian,F,30-44,GENESEE,postcards,lpv,2
Asian,F,30-44,BARRY,call,lpv,3
Black,F,45-64,OTTAWA,text,scomi,1
Caucasian,F,30-44,MENOMINEE,postcards,lpv,2
Black,F,45-64,MACOMB,phone,oakland,5
Black,M,45-64,OAKLAND,text,lpv,14535
Caucasian,F,65+,OAKLAND,phone,oakland prosecutor,16705
Hispanic,M,30-44,WASHTENAW,call,lpv,363
Caucasian,F,45-64,ST. CLAIR,text,lpv,2789
Black,M,45-64,MACOMB,mail,lpv,6725
Caucasian,F,18-29,VAN BUREN,text,scomi,18
Black,F,18-29,BERRIEN,text,lpv,2418
Black,M,65+,KENT,mail,lpv,679
Black,M,30-44,GENESEE,postcards,lpv,127
Caucasian,F,18-29,BARRY,call,lpv,621
Caucasian,M,45-64,LAKE,text,lpv,89
Caucasian,F,30-44,CRAWFORD,text,lpv,296
Caucasian,F,30-44,IONIA,text,lpv,2426
Caucasian,F,65+,SHIAWASSEE,text,scomi,28
Caucasian,F,45-64,MACOMB,mail,lpv,357
Hispanic,F,18-29,BAY,mail,lpv,97
Unknown,M,65+,GENESEE,text,scomi,32
Unknown,M,65+,OAKLAND,text,lpv,593
Caucasian,F,18-29,DICKINSON,postcards,lpv,9
Caucasian,M,45-64,CASS,text,scomi,11
Caucasian,M,45-64,BARAGA,text,lpv,76
Unknown,F,30-44,MECOSTA,text,lpv,22
Caucasian,M,30-44,VAN BUREN,mail,lpv,20
Caucasian,M,30-44,DELTA,postcards,lpv,15
Native American,F,30-44,INGHAM,text,scomi,3
Caucasian,F,65+,WASHTENAW,mail,oakland,103
Black,F,30-44,MACOMB,text,oakland county prosecutor race,20
Caucasian,M,65+,TUSCOLA,text,scomi,6
Black,M,45-64,MONROE,text,scomi,2
Black,F,65+,CHIPPEWA,text,lpv,8
Hispanic,F,30-44,GRATIOT,text,scomi,2
Caucasian,F,65+,OTSEGO,postcards,lpv,15
Hispanic,M,45-64,ALPENA,text,lpv,1
Black,M,30-44,MARQUETTE,text,lpv,65
Caucasian,M,45-64,WAYNE,phone,oakland prosecutor,20
Hispanic,F,45-64,MANISTEE,call,lpv,17
Native American,F,30-44,MACOMB,text,lpv,24
Caucasian,F,18-29,KALKASKA,text,scomi,4
Hispanic,M,18-29,MENOMINEE,call,lpv,1
Unknown,F,65+,MENOMINEE,text,lpv,1
Caucasian,F,18-29,LAPEER,text,oakland prosecutor,5
Unknown,F,65+,TUSCOLA,text,lpv,1
Caucasian,F,30-44,HOUGHTON,text,scomi,11
Black,F,45-64,EATON,postcards,lpv,2
Black,M,30-44,INGHAM,mail,oakland,1
Hispanic,F,45-64,MONTMORENCY,text,lpv,1
Caucasian,F,65+,GLADWIN,text,oakland,7
Caucasian,M,30-44,GENESEE,mail,oakland,30
Black,F,18-29,LIVINGSTON,call,lpv,4
Caucasian,F,65+,MONTMORENCY,mail,oakland,13
Caucasian,F,65+,VAN BUREN,text,oakland county prosecutor race,1
Caucasian,M,65+,OSCEOLA,postcards,lpv,6
Unknown,F,65+,BRANCH,text,lpv,6
Unknown,M,65+,SANILAC,text,lpv,10
Caucasian,M,18-29,LEELANAU,mail,oakland,15
Hispanic,M,65+,ST. JOSEPH,postcards,lpv,2
Black,M,18-29,ALGER,call,lpv,1
Asian,M,65+,MECOSTA,text,lpv,7
Caucasian,F,18-29,BRANCH,mail,lpv,5
Black,M,18-29,OTTAWA,phone,oakland,5
Caucasian,F,30-44,GENESEE,text,lpv,23129
Black,F,30-44,CALHOUN,text,lpv,4352
Black,M,45-64,OAKLAND,text,oakland county prosecutor race,3219
Caucasian,F,18-29,KENT,mail,lpv,6565
Black,F,18-29,OAKLAND,text,lpv,8395
Caucasian,F,65+,WEXFORD,text,lpv,408
Caucasian,M,18-29,LIVINGSTON,text,oakland county prosecutor race,19
Black,M,30-44,INGHAM,text,oakland,3
Unknown,M,18-29,GENESEE,call,lpv,75
Black,F,45-64,GENESEE,text,scomi,290
Caucasian,M,65+,GRAND TRAVERSE,text,oakland,4
Caucasian,F,30-44,SCHOOLCRAFT,text,lpv,166
Unknown,M,65+,MACOMB,text,scomi,136
Unknown,F,18-29,LENAWEE,call,lpv,28
Unknown,M,18-29,CHIPPEWA,call,lpv,24
Caucasian,F,45-64,SAGINAW,call,lpv,49
Asian,F,30-44,JACKSON,call,lpv,16
Asian,F,30-44,CLINTON,call,lpv,7
Caucasian,F,65+,ROSCOMMON,text,oakland county prosecutor race,4
Caucasian,F,65+,WAYNE,call,oakland,41
Asian,F,18-29,WAYNE,phone,oakland,5
Caucasian,F,45-64,INGHAM,phone,oakland,6
Caucasian,F,30-44,ARENAC,text,scomi,4
Black,F,18-29,MACOMB,phone,oakland,10
Caucasian,F,45-64,MONROE,mail,oakland,1
Native American,F,18-29,ST. CLAIR,call,lpv,5
Caucasian,M,18-29,OCEANA,mail,lpv,1
Hispanic,F,45-64,LIVINGSTON,text,oakland county prosecutor race,2
Unknown,M,18-29,ALPENA,text,lpv,2
Unknown,M,45-64,INGHAM,text,oakland county prosecutor race,2
Hispanic,M,65+,MACOMB,postcards,lpv,3
Caucasian,F,30-44,GRAND TRAVERSE,text,oakland,17
Native American,F,18-29,CHARLEVOIX,call,lpv,3
Asian,M,18-29,MUSKEGON,mail,lpv,1
Black,M,18-29,LAKE,call,lpv,3
Asian,M,45-64,DICKINSON,call,lpv,1
Caucasian,F,65+,INGHAM,call,lpv,15
Hispanic,M,30-44,OTSEGO,call,lpv,2
Caucasian,M,65+,LENAWEE,call,lpv,3
Unknown,M,45-64,IOSCO,text,lpv,2
Black,M,18-29,ISABELLA,mail,oakland,13
Caucasian,F,45-64,LAKE,call,lpv,6
Unknown,F,65+,SAGINAW,postcards,lpv,1
Hispanic,M,18-29,ARENAC,text,lpv,1
Asian,M,30-44,LAPEER,call,lpv,1
Caucasian,F,45-64,JACKSON,text,lpv,2811
Hispanic,F,30-44,OTTAWA,text,scomi,770
Caucasian,M,18-29,CALHOUN,call,lpv,1021
Caucasian,M,18-29,OAKLAND,postcards,lpv,487
Hispanic,M,30-44,LENAWEE,text,lpv,561
Hispanic,M,30-44,KALAMAZOO,mail,lpv,334
Native American,M,18-29,MACKINAC,text,lpv,13
Hispanic,F,18-29,WASHTENAW,call,lpv,580
Caucasian,M,65+,LEELANAU,text,lpv,238
Unknown,F,45-64,OAKLAND,phone,oakland,452
Hispanic,F,18-29,EATON,call,lpv,100
Hispanic,F,30-44,ALLEGAN,mail,lpv,162
Asian,M,30-44,KENT,text,scomi,62
Black,F,18-29,JACKSON,call,lpv,84
Hispanic,M,45-64,MACOMB,text,scomi,188
Hispanic,F,18-29,MARQUETTE,mail,lpv,20
Hispanic,F,45-64,GENESEE,text,scomi,162
Unknown,M,45-64,GENESEE,text,scomi,94
Hispanic,M,45-64,OGEMAW,text,lpv,19
Caucasian,F,65+,MASON,text,scomi,8
Unknown,F,45-64,VAN BUREN,text,lpv,77
Caucasian,F,18-29,BERRIEN,postcards,lpv,19
Unknown,F,65+,CLINTON,mail,lpv,8
Caucasian,M,65+,ST. CLAIR,call,lpv,7
Caucasian,F,45-64,LEELANAU,text,oakland county prosecutor race,3
Asian,F,65+,MACOMB,postcards,lpv,12
Unknown,M,18-29,OCEANA,text,lpv,1
Caucasian,F,65+,OTTAWA,text,oakland prosecutor,1
Caucasian,M,65+,ANTRIM,text,scomi,3
Asian,M,30-44,GENESEE,mail,oakland,1
Hispanic,M,45-64,BERRIEN,text,scomi,4
Caucasian,M,45-64,EMMET,text,scomi,2
Asian,F,45-64,BRANCH,text,lpv,2
Unknown,M,65+,SANILAC,call,lpv,5
Caucasian,F,45-64,CRAWFORD,text,oakland,2
Asian,M,30-44,BAY,call,lpv,8
Caucasian,M,18-29,INGHAM,text,oakland,27
Caucasian,M,65+,KENT,phone,oakland,10
Caucasian,F,18-29,ROSCOMMON,mail,oakland,21
Unknown,F,65+,BAY,call,lpv,2
Caucasian,M,30-44,ALPENA,postcards,lpv,2
Hispanic,F,65+,GENESEE,postcards,lpv,8
Unknown,M,18-29,OCEANA,call,lpv,1
Caucasian,F,30-44,SANILAC,text,oakland county prosecutor race,1
Caucasian,F,30-44,WAYNE,text,scomi,8237
Caucasian,M,30-44,OAKLAND,text,scomi,1723
Hispanic,M,30-44,INGHAM,text,scomi,579
Caucasian,M,30-44,MUSKEGON,call,lpv,1947
Asian,F,45-64,OAKLAND,text,scomi,431
Hispanic,M,18-29,KALAMAZOO,text,lpv,1637
Caucasian,F,45-64,WAYNE,mail,lpv,525
Caucasian,F,45-64,TUSCOLA,text,lpv,613
Unknown,F,45-64,OAKLAND,text,scomi,141
Unknown,M,30-44,OAKLAND,mail,oakland,1208
Caucasian,M,65+,MECOSTA,text,lpv,304
Caucasian,F,65+,WAYNE,mail,oakland,302
Caucasian,F,18-29,MONTMORENCY,call,lpv,34
Caucasian,F,18-29,OCEANA,text,lpv,328
Caucasian,F,30-44,MONROE,mail,lpv,26
Hispanic,F,45-64,OCEANA,text,lpv,132
Unknown,M,65+,WASHTENAW,text,scomi,47
Black,M,45-64,CALHOUN,call,lpv,599
Black,F,45-64,MUSKEGON,text,oakland,2
Hispanic,F,65+,EATON,mail,lpv,6
Unknown,F,45-64,SAGINAW,call,lpv,167
Black,F,45-64,MECOSTA,call,lpv,9
Caucasian,M,65+,MARQUETTE,postcards,lpv,30
Caucasian,F,65+,LIVINGSTON,text,oakland,29
Asian,U,30-44,WAYNE,call,lpv,3
Black,F,45-64,MIDLAND,text,lpv,41
Caucasian,F,45-64,IONIA,postcards,lpv,20
Unknown,F,30-44,SHIAWASSEE,call,lpv,8
Caucasian,F,30-44,HURON,text,scomi,8
Black,M,65+,GENESEE,text,oakland,7
Black,F,30-44,CLINTON,call,lpv,63
Black,M,18-29,KENT,postcards,lpv,2
Black,F,30-44,WASHTENAW,call,oakland,3
Caucasian,M,65+,MANISTEE,postcards,lpv,13
Asian,F,18-29,SAGINAW,mail,lpv,5
