,RaceName,Sex,AgeGroup,CountyName,CommunicationType,CampaignType,Count
2514,Black,M,65+,Jackson,text,scomi,2
2515,Black,M,65+,Kalamazoo,call,lpv,137
2516,Black,M,65+,Kalamazoo,mail,lpv,225
2517,Black,M,65+,Kalamazoo,postcards,lpv,6
2518,Black,M,65+,Kalamazoo,text,lpv,895
2519,Black,M,65+,Kalamazoo,text,scomi,13
2520,Black,M,65+,Kalkaska,call,lpv,1
2521,Black,M,65+,Kent,call,lpv,495
2522,Black,M,65+,Kent,mail,lpv,679
2523,Black,M,65+,Kent,postcards,lpv,40
2524,Black,M,65+,Kent,text,lpv,2675
2525,Black,M,65+,Kent,text,scomi,9
2526,Black,M,65+,Lake,call,lpv,19
2527,Black,M,65+,Lake,text,lpv,33
2528,Black,M,65+,Lenawee,text,lpv,3
2529,Black,M,65+,Livingston,postcards,lpv,2
2530,Black,M,65+,Livingston,text,lpv,3
2531,Black,M,65+,Luce,call,lpv,3
2532,Black,M,65+,Luce,text,lpv,6
2533,Black,M,65+,Macomb,call,lpv,658
2534,Black,M,65+,Macomb,mail,lpv,1055
2535,Black,M,65+,Macomb,mail,oakland,12
2536,Black,M,65+,Macomb,postcards,lpv,23
2537,Black,M,65+,Macomb,text,lpv,2827
2538,Black,M,65+,Macomb,text,oakland,6
2539,Black,M,65+,Macomb,text,scomi,27
2540,Black,M,65+,Manistee,call,lpv,1
2541,Black,M,65+,Mason,text,lpv,1
2542,Black,M,65+,Mecosta,call,lpv,4
2543,Black,M,65+,Mecosta,text,lpv,12
2544,Black,M,65+,Midland,text,lpv,1
2545,Black,M,65+,Monroe,call,lpv,9
2546,Black,M,65+,Monroe,postcards,lpv,2
2547,Black,M,65+,Monroe,text,lpv,28
2548,Black,M,65+,Montcalm,call,lpv,3
2549,Black,M,65+,Montcalm,text,lpv,7
2550,Black,M,65+,Muskegon,call,lpv,215
2551,Black,M,65+,Muskegon,mail,lpv,317
2552,Black,M,65+,Muskegon,postcards,lpv,8
2553,Black,M,65+,Muskegon,text,lpv,1201
2554,Black,M,65+,Muskegon,text,scomi,9
2555,Black,M,65+,Newaygo,call,lpv,1
2556,Black,M,65+,Newaygo,text,lpv,3
2557,Black,M,65+,Oakland,call,lpv,41
2558,Black,M,65+,Oakland,call,oakland,3209
2559,Black,M,65+,Oakland,mail,lpv,4446
2560,Black,M,65+,Oakland,mail,oakland,36045
2561,Black,M,65+,Oakland,phone,oakland,3716
2563,Black,M,65+,Oakland,postcards,lpv,269
2564,Black,M,65+,Oakland,text,lpv,4739
2565,Black,M,65+,Oakland,text,oakland,16820
2568,Black,M,65+,Oakland,text,scomi,157
2569,Black,M,65+,Ottawa,call,lpv,13
2570,Black,M,65+,Ottawa,mail,lpv,11
2571,Black,M,65+,Ottawa,text,lpv,57
2572,Black,M,65+,Saginaw,call,lpv,566
2573,Black,M,65+,Saginaw,mail,lpv,717
2574,Black,M,65+,Saginaw,postcards,lpv,118
2575,Black,M,65+,Saginaw,text,lpv,4274
2577,Black,M,65+,Saginaw,text,scomi,27
2578,Black,M,65+,Sanilac,text,lpv,1
2579,Black,M,65+,St. Clair,call,lpv,30
2580,Black,M,65+,St. Clair,mail,lpv,54
2581,Black,M,65+,St. Clair,postcards,lpv,2
2582,Black,M,65+,St. Clair,text,lpv,184
2583,Black,M,65+,St. Joseph,text,lpv,4
2584,Black,M,65+,Tuscola,call,lpv,4
2585,Black,M,65+,Tuscola,text,lpv,7
2586,Black,M,65+,Van Buren,call,lpv,6
2587,Black,M,65+,Van Buren,text,lpv,15
2588,Black,M,65+,Van Buren,text,scomi,3
2589,Black,M,65+,Washtenaw,call,lpv,315
2590,Black,M,65+,Washtenaw,mail,lpv,473
2591,Black,M,65+,Washtenaw,mail,oakland,6
2592,Black,M,65+,Washtenaw,postcards,lpv,2
2593,Black,M,65+,Washtenaw,text,lpv,1674
2594,Black,M,65+,Washtenaw,text,oakland,3
2595,Black,M,65+,Washtenaw,text,scomi,1
2596,Black,M,65+,Wayne,call,lpv,7802
2597,Black,M,65+,Wayne,call,oakland,38
2598,Black,M,65+,Wayne,mail,lpv,13917
2599,Black,M,65+,Wayne,mail,oakland,208
2600,Black,M,65+,Wayne,phone,oakland,47
2602,Black,M,65+,Wayne,postcards,lpv,1330
2603,Black,M,65+,Wayne,text,lpv,67592
2604,Black,M,65+,Wayne,text,oakland,97
2607,Black,M,65+,Wayne,text,scomi,633
2608,Black,U,18-29,Berrien,text,lpv,9
2609,Black,U,18-29,Genesee,text,lpv,10
2610,Black,U,18-29,Ingham,call,lpv,3
2611,Black,U,18-29,Ingham,mail,lpv,3
2612,Black,U,18-29,Ingham,text,lpv,23
2613,Black,U,18-29,Ingham,text,scomi,5
2614,Black,U,18-29,Isabella,text,lpv,9
2615,Black,U,18-29,Kalamazoo,call,lpv,1
2616,Black,U,18-29,Kalamazoo,mail,lpv,4
2617,Black,U,18-29,Kent,call,lpv,11
2618,Black,U,18-29,Kent,mail,lpv,10
2619,Black,U,18-29,Kent,text,lpv,32
2620,Black,U,18-29,Macomb,call,lpv,1
2621,Black,U,18-29,Mecosta,text,lpv,1
2622,Black,U,18-29,Oakland,mail,oakland,12
2623,Black,U,18-29,Oakland,text,lpv,2
2624,Black,U,18-29,Oakland,text,oakland,7
2625,Black,U,18-29,Saginaw,text,lpv,4
2626,Black,U,18-29,Washtenaw,call,lpv,5
2627,Black,U,18-29,Washtenaw,mail,lpv,11
2628,Black,U,18-29,Washtenaw,text,lpv,32
2629,Black,U,18-29,Wayne,call,lpv,6
2630,Black,U,18-29,Wayne,mail,lpv,4
2631,Black,U,18-29,Wayne,text,lpv,39
2632,Black,U,30-44,Calhoun,text,lpv,1
2633,Black,U,30-44,Washtenaw,text,lpv,10
2634,Black,U,30-44,Wayne,mail,lpv,8
2635,Black,U,45-64,Macomb,mail,lpv,1
2636,Black,U,65+,Macomb,mail,lpv,1
2637,Caucasian,F,18-29,Alcona,call,lpv,52
2638,Caucasian,F,18-29,Alcona,mail,lpv,1
2639,Caucasian,F,18-29,Alcona,postcards,lpv,2
2640,Caucasian,F,18-29,Alcona,text,lpv,82
2641,Caucasian,F,18-29,Alger,call,lpv,36
2642,Caucasian,F,18-29,Alger,text,lpv,59
2643,Caucasian,F,18-29,Allegan,call,lpv,1340
2644,Caucasian,F,18-29,Allegan,mail,lpv,233
2645,Caucasian,F,18-29,Allegan,postcards,lpv,34
2646,Caucasian,F,18-29,Allegan,text,lpv,3077
2647,Caucasian,F,18-29,Allegan,text,oakland,1
2648,Caucasian,F,18-29,Allegan,text,scomi,53
2649,Caucasian,F,18-29,Alpena,call,lpv,279
2650,Caucasian,F,18-29,Alpena,mail,lpv,2
2651,Caucasian,F,18-29,Alpena,postcards,lpv,4
2652,Caucasian,F,18-29,Alpena,text,lpv,571
2653,Caucasian,F,18-29,Alpena,text,scomi,5
2654,Caucasian,F,18-29,Antrim,call,lpv,208
2655,Caucasian,F,18-29,Antrim,mail,lpv,5
2656,Caucasian,F,18-29,Antrim,postcards,lpv,2
2657,Caucasian,F,18-29,Antrim,text,lpv,415
2658,Caucasian,F,18-29,Antrim,text,scomi,7
2659,Caucasian,F,18-29,Arenac,call,lpv,99
2660,Caucasian,F,18-29,Arenac,postcards,lpv,4
2661,Caucasian,F,18-29,Arenac,text,lpv,180
2662,Caucasian,F,18-29,Arenac,text,scomi,4
2663,Caucasian,F,18-29,Baraga,call,lpv,53
2664,Caucasian,F,18-29,Baraga,mail,lpv,1
2665,Caucasian,F,18-29,Baraga,postcards,lpv,3
2666,Caucasian,F,18-29,Baraga,text,lpv,127
2667,Caucasian,F,18-29,Barry,call,lpv,621
2668,Caucasian,F,18-29,Barry,mail,lpv,32
2669,Caucasian,F,18-29,Barry,postcards,lpv,2
2670,Caucasian,F,18-29,Barry,text,lpv,1159
2672,Caucasian,F,18-29,Barry,text,scomi,15
2673,Caucasian,F,18-29,Bay,call,lpv,1267
2674,Caucasian,F,18-29,Bay,mail,lpv,701
2675,Caucasian,F,18-29,Bay,mail,oakland,12
2676,Caucasian,F,18-29,Bay,postcards,lpv,24
2677,Caucasian,F,18-29,Bay,text,lpv,4632
2678,Caucasian,F,18-29,Bay,text,oakland,4
2679,Caucasian,F,18-29,Bay,text,scomi,358
2680,Caucasian,F,18-29,Benzie,call,lpv,148
2681,Caucasian,F,18-29,Benzie,mail,lpv,2
2682,Caucasian,F,18-29,Benzie,postcards,lpv,4
2683,Caucasian,F,18-29,Benzie,text,lpv,302
2684,Caucasian,F,18-29,Benzie,text,scomi,6
2685,Caucasian,F,18-29,Berrien,call,lpv,1150
2686,Caucasian,F,18-29,Berrien,mail,lpv,141
2687,Caucasian,F,18-29,Berrien,postcards,lpv,19
2688,Caucasian,F,18-29,Berrien,text,lpv,2946
2689,Caucasian,F,18-29,Berrien,text,scomi,61
2690,Caucasian,F,18-29,Branch,call,lpv,259
2691,Caucasian,F,18-29,Branch,mail,lpv,5
2692,Caucasian,F,18-29,Branch,postcards,lpv,5
2693,Caucasian,F,18-29,Branch,text,lpv,489
2694,Caucasian,F,18-29,Branch,text,scomi,4
2695,Caucasian,F,18-29,Calhoun,call,lpv,1165
2696,Caucasian,F,18-29,Calhoun,mail,lpv,900
2697,Caucasian,F,18-29,Calhoun,postcards,lpv,21
2698,Caucasian,F,18-29,Calhoun,text,lpv,5128
2699,Caucasian,F,18-29,Calhoun,text,scomi,384
2700,Caucasian,F,18-29,Cass,call,lpv,348
2701,Caucasian,F,18-29,Cass,postcards,lpv,4
2702,Caucasian,F,18-29,Cass,text,lpv,692
2703,Caucasian,F,18-29,Cass,text,scomi,15
2704,Caucasian,F,18-29,Charlevoix,call,lpv,301
2705,Caucasian,F,18-29,Charlevoix,mail,lpv,3
2706,Caucasian,F,18-29,Charlevoix,postcards,lpv,12
2707,Caucasian,F,18-29,Charlevoix,text,lpv,639
2708,Caucasian,F,18-29,Charlevoix,text,oakland,2
2710,Caucasian,F,18-29,Charlevoix,text,scomi,8
2711,Caucasian,F,18-29,Cheboygan,call,lpv,175
2712,Caucasian,F,18-29,Cheboygan,mail,oakland,1
2713,Caucasian,F,18-29,Cheboygan,postcards,lpv,4
2714,Caucasian,F,18-29,Cheboygan,text,lpv,372
2715,Caucasian,F,18-29,Cheboygan,text,oakland,2
2717,Caucasian,F,18-29,Cheboygan,text,scomi,5
2718,Caucasian,F,18-29,Chippewa,call,lpv,240
2719,Caucasian,F,18-29,Chippewa,mail,lpv,3
2720,Caucasian,F,18-29,Chippewa,postcards,lpv,4
2721,Caucasian,F,18-29,Chippewa,text,lpv,450
2723,Caucasian,F,18-29,Chippewa,text,scomi,2
2724,Caucasian,F,18-29,Clare,call,lpv,187
2725,Caucasian,F,18-29,Clare,postcards,lpv,4
2726,Caucasian,F,18-29,Clare,text,lpv,481
2727,Caucasian,F,18-29,Clare,text,scomi,4
2728,Caucasian,F,18-29,Clinton,call,lpv,1180
2729,Caucasian,F,18-29,Clinton,mail,lpv,242
2730,Caucasian,F,18-29,Clinton,mail,oakland,6
2731,Caucasian,F,18-29,Clinton,postcards,lpv,33
2732,Caucasian,F,18-29,Clinton,text,lpv,3143
2733,Caucasian,F,18-29,Clinton,text,oakland,2
2735,Caucasian,F,18-29,Clinton,text,scomi,86
2736,Caucasian,F,18-29,Crawford,call,lpv,82
2737,Caucasian,F,18-29,Crawford,postcards,lpv,6
2738,Caucasian,F,18-29,Crawford,text,lpv,180
2739,Caucasian,F,18-29,Crawford,text,scomi,2
2740,Caucasian,F,18-29,Delta,call,lpv,262
2741,Caucasian,F,18-29,Delta,mail,lpv,7
2742,Caucasian,F,18-29,Delta,postcards,lpv,7
2743,Caucasian,F,18-29,Delta,text,lpv,592
2744,Caucasian,F,18-29,Delta,text,scomi,11
2745,Caucasian,F,18-29,Dickinson,call,lpv,184
2746,Caucasian,F,18-29,Dickinson,mail,lpv,3
2747,Caucasian,F,18-29,Dickinson,postcards,lpv,9
2748,Caucasian,F,18-29,Dickinson,text,lpv,433
2749,Caucasian,F,18-29,Eaton,call,lpv,1240
2750,Caucasian,F,18-29,Eaton,mail,lpv,124
2751,Caucasian,F,18-29,Eaton,postcards,lpv,19
2752,Caucasian,F,18-29,Eaton,text,lpv,3250
2753,Caucasian,F,18-29,Eaton,text,scomi,64
2754,Caucasian,F,18-29,Emmet,call,lpv,338
2755,Caucasian,F,18-29,Emmet,mail,lpv,9
2756,Caucasian,F,18-29,Emmet,postcards,lpv,12
2757,Caucasian,F,18-29,Emmet,text,lpv,699
2758,Caucasian,F,18-29,Emmet,text,oakland,1
2760,Caucasian,F,18-29,Emmet,text,scomi,13
2761,Caucasian,F,18-29,Genesee,call,lpv,4317
2762,Caucasian,F,18-29,Genesee,mail,lpv,1383
2763,Caucasian,F,18-29,Genesee,mail,oakland,20
2764,Caucasian,F,18-29,Genesee,postcards,lpv,87
2765,Caucasian,F,18-29,Genesee,text,lpv,14644
2766,Caucasian,F,18-29,Genesee,text,oakland,29
2768,Caucasian,F,18-29,Genesee,text,scomi,759
2769,Caucasian,F,18-29,Gladwin,call,lpv,161
2770,Caucasian,F,18-29,Gladwin,postcards,lpv,3
2771,Caucasian,F,18-29,Gladwin,text,lpv,293
2772,Caucasian,F,18-29,Gladwin,text,scomi,1
2773,Caucasian,F,18-29,Gogebic,call,lpv,98
2774,Caucasian,F,18-29,Gogebic,mail,lpv,15
2775,Caucasian,F,18-29,Gogebic,postcards,lpv,3
2776,Caucasian,F,18-29,Gogebic,text,lpv,248
2777,Caucasian,F,18-29,Grand Traverse,call,lpv,996
2778,Caucasian,F,18-29,Grand Traverse,mail,lpv,43
2779,Caucasian,F,18-29,Grand Traverse,postcards,lpv,20
2780,Caucasian,F,18-29,Grand Traverse,text,lpv,2274
2781,Caucasian,F,18-29,Grand Traverse,text,oakland,13
2783,Caucasian,F,18-29,Grand Traverse,text,scomi,42
2784,Caucasian,F,18-29,Gratiot,call,lpv,312
2785,Caucasian,F,18-29,Gratiot,mail,lpv,3
2786,Caucasian,F,18-29,Gratiot,postcards,lpv,4
2787,Caucasian,F,18-29,Gratiot,text,lpv,648
2788,Caucasian,F,18-29,Gratiot,text,oakland,3
2789,Caucasian,F,18-29,Gratiot,text,scomi,2
2790,Caucasian,F,18-29,Hillsdale,call,lpv,251
2791,Caucasian,F,18-29,Hillsdale,mail,lpv,1
2792,Caucasian,F,18-29,Hillsdale,postcards,lpv,7
2793,Caucasian,F,18-29,Hillsdale,text,lpv,483
2794,Caucasian,F,18-29,Hillsdale,text,oakland,1
2795,Caucasian,F,18-29,Hillsdale,text,scomi,11
2796,Caucasian,F,18-29,Houghton,call,lpv,347
2797,Caucasian,F,18-29,Houghton,mail,lpv,16
2798,Caucasian,F,18-29,Houghton,mail,oakland,12
2799,Caucasian,F,18-29,Houghton,postcards,lpv,2
2800,Caucasian,F,18-29,Houghton,text,lpv,699
2801,Caucasian,F,18-29,Houghton,text,oakland,4
2802,Caucasian,F,18-29,Houghton,text,scomi,8
2803,Caucasian,F,18-29,Huron,call,lpv,265
2804,Caucasian,F,18-29,Huron,mail,lpv,14
2805,Caucasian,F,18-29,Huron,postcards,lpv,5
2806,Caucasian,F,18-29,Huron,text,lpv,612
2808,Caucasian,F,18-29,Huron,text,scomi,6
2809,Caucasian,F,18-29,Ingham,call,lpv,4069
2810,Caucasian,F,18-29,Ingham,mail,lpv,4001
2811,Caucasian,F,18-29,Ingham,mail,oakland,15
2812,Caucasian,F,18-29,Ingham,postcards,lpv,74
2813,Caucasian,F,18-29,Ingham,text,lpv,18754
2814,Caucasian,F,18-29,Ingham,text,oakland,28
2817,Caucasian,F,18-29,Ingham,text,scomi,1456
2818,Caucasian,F,18-29,Ionia,call,lpv,629
2819,Caucasian,F,18-29,Ionia,mail,lpv,14
2820,Caucasian,F,18-29,Ionia,postcards,lpv,18
2821,Caucasian,F,18-29,Ionia,text,lpv,1426
2823,Caucasian,F,18-29,Ionia,text,scomi,13
2824,Caucasian,F,18-29,Iosco,call,lpv,127
2825,Caucasian,F,18-29,Iosco,mail,lpv,6
2826,Caucasian,F,18-29,Iosco,postcards,lpv,6
2827,Caucasian,F,18-29,Iosco,text,lpv,243
2828,Caucasian,F,18-29,Iosco,text,oakland,2
2830,Caucasian,F,18-29,Iosco,text,scomi,3
2831,Caucasian,F,18-29,Iron,call,lpv,65
2832,Caucasian,F,18-29,Iron,mail,lpv,1
2833,Caucasian,F,18-29,Iron,text,lpv,133
2834,Caucasian,F,18-29,Isabella,call,lpv,801
2835,Caucasian,F,18-29,Isabella,mail,lpv,544
2836,Caucasian,F,18-29,Isabella,mail,oakland,12
2838,Caucasian,F,18-29,Isabella,postcards,lpv,17
2839,Caucasian,F,18-29,Isabella,text,lpv,3029
2840,Caucasian,F,18-29,Isabella,text,oakland,14
2842,Caucasian,F,18-29,Isabella,text,scomi,275
2843,Caucasian,F,18-29,Jackson,call,lpv,1417
2844,Caucasian,F,18-29,Jackson,mail,lpv,47
2845,Caucasian,F,18-29,Jackson,postcards,lpv,30
2846,Caucasian,F,18-29,Jackson,text,lpv,3277
2847,Caucasian,F,18-29,Jackson,text,scomi,28
2848,Caucasian,F,18-29,Kalamazoo,call,lpv,3969
2849,Caucasian,F,18-29,Kalamazoo,mail,lpv,3068
2850,Caucasian,F,18-29,Kalamazoo,mail,oakland,1
2851,Caucasian,F,18-29,Kalamazoo,postcards,lpv,63
2852,Caucasian,F,18-29,Kalamazoo,text,lpv,15385
2853,Caucasian,F,18-29,Kalamazoo,text,oakland,6
2855,Caucasian,F,18-29,Kalamazoo,text,scomi,953
2856,Caucasian,F,18-29,Kalkaska,call,lpv,137
2857,Caucasian,F,18-29,Kalkaska,mail,lpv,2
2858,Caucasian,F,18-29,Kalkaska,postcards,lpv,7
2859,Caucasian,F,18-29,Kalkaska,text,lpv,259
2861,Caucasian,F,18-29,Kalkaska,text,scomi,4
2862,Caucasian,F,18-29,Kent,call,lpv,10691
2863,Caucasian,F,18-29,Kent,mail,lpv,6565
2864,Caucasian,F,18-29,Kent,mail,oakland,16
2865,Caucasian,F,18-29,Kent,postcards,lpv,212
2866,Caucasian,F,18-29,Kent,text,lpv,34048
2867,Caucasian,F,18-29,Kent,text,oakland,7
2870,Caucasian,F,18-29,Kent,text,scomi,1349
2871,Caucasian,F,18-29,Keweenaw,call,lpv,7
2872,Caucasian,F,18-29,Keweenaw,text,lpv,15
2873,Caucasian,F,18-29,Lake,call,lpv,45
2874,Caucasian,F,18-29,Lake,mail,lpv,2
2875,Caucasian,F,18-29,Lake,postcards,lpv,2
2876,Caucasian,F,18-29,Lake,text,lpv,71
2877,Caucasian,F,18-29,Lapeer,call,lpv,1048
2878,Caucasian,F,18-29,Lapeer,mail,lpv,27
2879,Caucasian,F,18-29,Lapeer,mail,oakland,2
2881,Caucasian,F,18-29,Lapeer,postcards,lpv,14
2882,Caucasian,F,18-29,Lapeer,text,lpv,2250
2883,Caucasian,F,18-29,Lapeer,text,oakland,10
2886,Caucasian,F,18-29,Lapeer,text,scomi,24
2887,Caucasian,F,18-29,Leelanau,call,lpv,188
2888,Caucasian,F,18-29,Leelanau,mail,lpv,8
2889,Caucasian,F,18-29,Leelanau,postcards,lpv,1
2890,Caucasian,F,18-29,Leelanau,text,lpv,410
2891,Caucasian,F,18-29,Leelanau,text,scomi,5
2892,Caucasian,F,18-29,Lenawee,call,lpv,940
2893,Caucasian,F,18-29,Lenawee,mail,lpv,135
2894,Caucasian,F,18-29,Lenawee,postcards,lpv,32
2895,Caucasian,F,18-29,Lenawee,text,lpv,2334
2896,Caucasian,F,18-29,Lenawee,text,scomi,52
2897,Caucasian,F,18-29,Livingston,call,lpv,3276
2898,Caucasian,F,18-29,Livingston,call,oakland,3
2899,Caucasian,F,18-29,Livingston,mail,lpv,95
2900,Caucasian,F,18-29,Livingston,mail,oakland,33
2901,Caucasian,F,18-29,Livingston,postcards,lpv,60
2902,Caucasian,F,18-29,Livingston,text,lpv,7782
2903,Caucasian,F,18-29,Livingston,text,oakland,27
2906,Caucasian,F,18-29,Livingston,text,scomi,61
2907,Caucasian,F,18-29,Luce,call,lpv,33
2908,Caucasian,F,18-29,Luce,postcards,lpv,4
2909,Caucasian,F,18-29,Luce,text,lpv,53
2910,Caucasian,F,18-29,Mackinac,call,lpv,55
2911,Caucasian,F,18-29,Mackinac,mail,lpv,10
2912,Caucasian,F,18-29,Mackinac,postcards,lpv,1
2913,Caucasian,F,18-29,Mackinac,text,lpv,186
2914,Caucasian,F,18-29,Mackinac,text,scomi,20
2915,Caucasian,F,18-29,Macomb,call,lpv,12740
2916,Caucasian,F,18-29,Macomb,call,oakland,14
2917,Caucasian,F,18-29,Macomb,mail,lpv,10451
2918,Caucasian,F,18-29,Macomb,mail,oakland,135
2919,Caucasian,F,18-29,Macomb,phone,oakland,14
2921,Caucasian,F,18-29,Macomb,postcards,lpv,208
2922,Caucasian,F,18-29,Macomb,text,lpv,49420
2923,Caucasian,F,18-29,Macomb,text,oakland,126
2926,Caucasian,F,18-29,Macomb,text,scomi,3034
2927,Caucasian,F,18-29,Manistee,call,lpv,168
2928,Caucasian,F,18-29,Manistee,mail,lpv,1
2929,Caucasian,F,18-29,Manistee,postcards,lpv,10
2930,Caucasian,F,18-29,Manistee,text,lpv,407
2931,Caucasian,F,18-29,Manistee,text,oakland,1
2932,Caucasian,F,18-29,Manistee,text,scomi,5
2933,Caucasian,F,18-29,Marquette,call,lpv,1040
2934,Caucasian,F,18-29,Marquette,mail,lpv,983
2935,Caucasian,F,18-29,Marquette,postcards,lpv,27
2936,Caucasian,F,18-29,Marquette,text,lpv,4069
2937,Caucasian,F,18-29,Marquette,text,oakland,4
2939,Caucasian,F,18-29,Marquette,text,scomi,305
2940,Caucasian,F,18-29,Mason,call,lpv,227
2941,Caucasian,F,18-29,Mason,mail,lpv,4
2942,Caucasian,F,18-29,Mason,postcards,lpv,10
2943,Caucasian,F,18-29,Mason,text,lpv,462
2944,Caucasian,F,18-29,Mason,text,scomi,6
2945,Caucasian,F,18-29,Mecosta,call,lpv,471
2946,Caucasian,F,18-29,Mecosta,mail,lpv,30
2947,Caucasian,F,18-29,Mecosta,postcards,lpv,4
2948,Caucasian,F,18-29,Mecosta,text,lpv,1035
2949,Caucasian,F,18-29,Mecosta,text,scomi,3
2950,Caucasian,F,18-29,Menominee,call,lpv,101
2951,Caucasian,F,18-29,Menominee,mail,lpv,1
2952,Caucasian,F,18-29,Menominee,text,lpv,201
2953,Caucasian,F,18-29,Midland,call,lpv,1041
2954,Caucasian,F,18-29,Midland,mail,lpv,52
2955,Caucasian,F,18-29,Midland,postcards,lpv,19
2956,Caucasian,F,18-29,Midland,text,lpv,2190
2957,Caucasian,F,18-29,Midland,text,scomi,26
2958,Caucasian,F,18-29,Missaukee,call,lpv,116
2959,Caucasian,F,18-29,Missaukee,mail,lpv,5
2960,Caucasian,F,18-29,Missaukee,postcards,lpv,2
2961,Caucasian,F,18-29,Missaukee,text,lpv,187
2962,Caucasian,F,18-29,Missaukee,text,scomi,1
2963,Caucasian,F,18-29,Monroe,call,lpv,2003
2964,Caucasian,F,18-29,Monroe,mail,lpv,41
2965,Caucasian,F,18-29,Monroe,postcards,lpv,44
2966,Caucasian,F,18-29,Monroe,text,lpv,4748
2967,Caucasian,F,18-29,Monroe,text,oakland,1
2968,Caucasian,F,18-29,Monroe,text,scomi,64
2969,Caucasian,F,18-29,Montcalm,call,lpv,612
2970,Caucasian,F,18-29,Montcalm,call,oakland,4
2971,Caucasian,F,18-29,Montcalm,mail,lpv,42
2972,Caucasian,F,18-29,Montcalm,mail,oakland,8
2973,Caucasian,F,18-29,Montcalm,phone,oakland,4
2974,Caucasian,F,18-29,Montcalm,postcards,lpv,6
2975,Caucasian,F,18-29,Montcalm,text,lpv,1336
2976,Caucasian,F,18-29,Montcalm,text,scomi,18
2977,Caucasian,F,18-29,Montmorency,call,lpv,34
2978,Caucasian,F,18-29,Montmorency,text,lpv,66
2979,Caucasian,F,18-29,Muskegon,call,lpv,1663
2980,Caucasian,F,18-29,Muskegon,mail,lpv,558
2981,Caucasian,F,18-29,Muskegon,postcards,lpv,22
2982,Caucasian,F,18-29,Muskegon,text,lpv,5224
2984,Caucasian,F,18-29,Muskegon,text,scomi,244
2985,Caucasian,F,18-29,Newaygo,call,lpv,444
2986,Caucasian,F,18-29,Newaygo,mail,lpv,13
2987,Caucasian,F,18-29,Newaygo,postcards,lpv,2
2988,Caucasian,F,18-29,Newaygo,text,lpv,870
2990,Caucasian,F,18-29,Newaygo,text,scomi,9
2991,Caucasian,F,18-29,Oakland,call,lpv,518
2992,Caucasian,F,18-29,Oakland,call,oakland,1926
2993,Caucasian,F,18-29,Oakland,mail,lpv,6027
2994,Caucasian,F,18-29,Oakland,mail,oakland,22310
2995,Caucasian,F,18-29,Oakland,phone,oakland,2108
2997,Caucasian,F,18-29,Oakland,postcards,lpv,463
2998,Caucasian,F,18-29,Oakland,text,lpv,28673
2999,Caucasian,F,18-29,Oakland,text,oakland,20154
3002,Caucasian,F,18-29,Oakland,text,scomi,790
3003,Caucasian,F,18-29,Oceana,call,lpv,152
3004,Caucasian,F,18-29,Oceana,mail,lpv,15
3005,Caucasian,F,18-29,Oceana,postcards,lpv,8
3006,Caucasian,F,18-29,Oceana,text,lpv,328
3007,Caucasian,F,18-29,Oceana,text,scomi,4
3008,Caucasian,F,18-29,Ogemaw,call,lpv,133
3009,Caucasian,F,18-29,Ogemaw,mail,lpv,1
3010,Caucasian,F,18-29,Ogemaw,postcards,lpv,9
3011,Caucasian,F,18-29,Ogemaw,text,lpv,238
3013,Caucasian,F,18-29,Ogemaw,text,scomi,2
3014,Caucasian,F,18-29,Ontonagon,call,lpv,26
3015,Caucasian,F,18-29,Ontonagon,text,lpv,53
3016,Caucasian,F,18-29,Ontonagon,text,scomi,1
3017,Caucasian,F,18-29,Osceola,call,lpv,113
3018,Caucasian,F,18-29,Osceola,postcards,lpv,4
3019,Caucasian,F,18-29,Osceola,text,lpv,245
3020,Caucasian,F,18-29,Osceola,text,oakland,4
3021,Caucasian,F,18-29,Osceola,text,scomi,3
3022,Caucasian,F,18-29,Oscoda,call,lpv,31
3023,Caucasian,F,18-29,Oscoda,mail,lpv,4
3024,Caucasian,F,18-29,Oscoda,postcards,lpv,8
3025,Caucasian,F,18-29,Oscoda,text,lpv,69
3026,Caucasian,F,18-29,Otsego,call,lpv,221
3027,Caucasian,F,18-29,Otsego,mail,lpv,6
3028,Caucasian,F,18-29,Otsego,postcards,lpv,7
3029,Caucasian,F,18-29,Otsego,text,lpv,454
3030,Caucasian,F,18-29,Otsego,text,oakland,1
3031,Caucasian,F,18-29,Ottawa,call,lpv,4399
3032,Caucasian,F,18-29,Ottawa,mail,lpv,2156
3033,Caucasian,F,18-29,Ottawa,mail,oakland,26
3035,Caucasian,F,18-29,Ottawa,postcards,lpv,92
3036,Caucasian,F,18-29,Ottawa,text,lpv,12394
3037,Caucasian,F,18-29,Ottawa,text,oakland,5
3039,Caucasian,F,18-29,Ottawa,text,scomi,426
3040,Caucasian,F,18-29,Presque Isle,call,lpv,75
3041,Caucasian,F,18-29,Presque Isle,postcards,lpv,4
3042,Caucasian,F,18-29,Presque Isle,text,lpv,168
3043,Caucasian,F,18-29,Presque Isle,text,scomi,5
3044,Caucasian,F,18-29,Roscommon,call,lpv,137
3045,Caucasian,F,18-29,Roscommon,mail,lpv,22
3046,Caucasian,F,18-29,Roscommon,mail,oakland,21
3047,Caucasian,F,18-29,Roscommon,postcards,lpv,4
3048,Caucasian,F,18-29,Roscommon,text,lpv,299
3049,Caucasian,F,18-29,Roscommon,text,oakland,17
3051,Caucasian,F,18-29,Roscommon,text,scomi,6
