RaceName,Sex,AgeGroup,CountyName,2020_Biden_Support,count
Black,M,45-64,Saginaw,Not Voting,3
Caucasian,F,18-29,Washtenaw,Not Voting,8
Hispanic,M,65+,Eaton,1. Strong Support,3
Caucasian,M,18-29,Wexford,Undecided/Unsure,4
Caucasian,F,18-29,Delta,1. Strong Support,3
Unknown,M,45-64,Oakland,2. Lean Support,1
Hispanic,F,65+,Washtenaw,1. Strong Support,2
Hispanic,M,65+,Clinton,2. Lean Support,1
Caucasian,F,18-29,Van Buren,5. Strong Oppose,1
Caucasian,M,45-64,Marquette,1. Strong Support,4
Caucasian,F,45-64,Berrien,5. Strong Oppose,22
Black,F,30-44,Washtenaw,Undecided/Unsure,43
Black,M,18-29,Oakland,1. Strong Support,1087
Asian,F,45-64,Washtenaw,5. Strong Oppose,15
Black,F,30-44,Berrien,5. Strong Oppose,52
Black,F,65+,Saginaw,1. Strong Support,51
Caucasian,F,65+,Ionia,4. Lean Oppose,2
Unknown,F,45-64,Kent,Not Voting,2
Black,M,65+,St. Clair,5. Strong Oppose,7
Caucasian,M,18-29,Washtenaw,Not Voting,10
Caucasian,F,65+,Luce,5. Strong Oppose,1
Black,M,65+,Ingham,1. Strong Support,18
Hispanic,F,45-64,Lapeer,1. Strong Support,3
Caucasian,F,65+,Otsego,1. Strong Support,1
Unknown,M,65+,Kent,Not Voting,1
Caucasian,F,18-29,Wexford,5. Strong Oppose,1
Caucasian,F,30-44,Oscoda,1. Strong Support,1
Caucasian,F,30-44,Jackson,Undecided/Unsure,1
Caucasian,F,18-29,Cheboygan,5. Strong Oppose,1
Unknown,F,30-44,Ingham,1. Strong Support,8
Caucasian,F,30-44,Genesee,4. Lean Oppose,17
Black,M,30-44,Washtenaw,4. Lean Oppose,24
Hispanic,F,30-44,Washtenaw,5. Strong Oppose,18
Black,M,45-64,Genesee,5. Strong Oppose,120
Unknown,F,18-29,Clinton,5. Strong Oppose,4
Caucasian,F,45-64,Eaton,5. Strong Oppose,13
Caucasian,F,30-44,Antrim,1. Strong Support,5
Caucasian,F,45-64,Antrim,5. Strong Oppose,6
Caucasian,M,65+,Livingston,5. Strong Oppose,5
Hispanic,M,30-44,Washtenaw,5. Strong Oppose,3
Unknown,M,30-44,Ingham,4. Lean Oppose,3
Hispanic,F,65+,Ingham,2. Lean Support,1
Hispanic,F,30-44,Jackson,1. Strong Support,2
Caucasian,M,45-64,Calhoun,Undecided/Unsure,1
Black,M,18-29,Jackson,5. Strong Oppose,2
Hispanic,F,30-44,Monroe,1. Strong Support,1
Caucasian,F,45-64,Saginaw,1. Strong Support,45
Caucasian,F,45-64,Macomb,Not Voting,5
Caucasian,M,30-44,Ottawa,5. Strong Oppose,7
Caucasian,F,30-44,Macomb,Not Voting,29
Black,F,30-44,Berrien,1. Strong Support,145
Caucasian,F,30-44,Ingham,2. Lean Support,8
Hispanic,F,18-29,Macomb,4. Lean Oppose,4
Black,M,18-29,Muskegon,1. Strong Support,27
Hispanic,F,45-64,Oakland,2. Lean Support,6
Black,F,45-64,Eaton,1. Strong Support,22
Hispanic,F,30-44,Eaton,1. Strong Support,6
Black,F,45-64,St. Clair,5. Strong Oppose,10
Caucasian,M,45-64,Branch,1. Strong Support,3
Caucasian,M,30-44,Van Buren,1. Strong Support,4
Caucasian,F,45-64,Iron,5. Strong Oppose,3
Unknown,F,65+,Eaton,1. Strong Support,4
Hispanic,M,18-29,Saginaw,5. Strong Oppose,5
Unknown,M,45-64,Wayne,4. Lean Oppose,4
Caucasian,F,30-44,Clinton,Undecided/Unsure,2
Asian,M,30-44,Kalamazoo,1. Strong Support,4
Caucasian,F,65+,Wayne,Undecided/Unsure,42
Caucasian,F,65+,Van Buren,1. Strong Support,9
Caucasian,M,65+,Clinton,1. Strong Support,4
Caucasian,F,45-64,Charlevoix,1. Strong Support,10
Black,F,18-29,Washtenaw,Undecided/Unsure,8
Caucasian,M,30-44,Lenawee,5. Strong Oppose,14
Black,F,18-29,Calhoun,5. Strong Oppose,11
Black,F,65+,Ottawa,1. Strong Support,3
Hispanic,F,18-29,Lenawee,1. Strong Support,5
Black,F,65+,Genesee,4. Lean Oppose,5
Asian,M,18-29,Washtenaw,2. Lean Support,6
Caucasian,M,65+,Emmet,1. Strong Support,1
Unknown,F,65+,Wayne,1. Strong Support,24
Caucasian,F,30-44,Wayne,1. Strong Support,954
Caucasian,F,45-64,Isabella,1. Strong Support,14
Hispanic,M,65+,Ottawa,1. Strong Support,10
Unknown,F,45-64,Ionia,1. Strong Support,1
Black,M,18-29,Genesee,1. Strong Support,471
Caucasian,F,18-29,Genesee,1. Strong Support,161
Caucasian,F,30-44,Lenawee,1. Strong Support,11
Asian,M,18-29,Wayne,Not Voting,4
Hispanic,M,30-44,Grand Traverse,5. Strong Oppose,3
Caucasian,M,18-29,Otsego,5. Strong Oppose,3
Asian,F,45-64,Macomb,2. Lean Support,1
Asian,M,45-64,Kent,4. Lean Oppose,1
Native American,M,30-44,Emmet,2. Lean Support,1
Black,M,45-64,Oakland,Undecided/Unsure,186
Hispanic,F,65+,Genesee,Undecided/Unsure,3
Caucasian,M,30-44,Macomb,Undecided/Unsure,31
Caucasian,F,45-64,Allegan,1. Strong Support,7
Caucasian,F,18-29,Kent,Undecided/Unsure,87
Black,F,65+,Kent,1. Strong Support,149
Black,F,65+,Kalamazoo,1. Strong Support,10
Unknown,M,65+,Genesee,1. Strong Support,10
Hispanic,M,30-44,Ingham,4. Lean Oppose,6
Caucasian,F,65+,Calhoun,Undecided/Unsure,2
Caucasian,M,45-64,Alpena,5. Strong Oppose,4
Unknown,M,30-44,Ingham,Not Voting,1
Hispanic,M,45-64,Lapeer,4. Lean Oppose,3
Caucasian,F,30-44,Hillsdale,5. Strong Oppose,7
Caucasian,M,45-64,Ottawa,Not Voting,1
Caucasian,F,45-64,Dickinson,5. Strong Oppose,1
Hispanic,M,45-64,Van Buren,1. Strong Support,1
Caucasian,F,30-44,Shiawassee,4. Lean Oppose,1
Caucasian,M,18-29,Van Buren,4. Lean Oppose,1
Caucasian,M,45-64,Wayne,1. Strong Support,540
Black,M,45-64,Washtenaw,1. Strong Support,193
Hispanic,F,18-29,Genesee,1. Strong Support,24
Unknown,F,30-44,Saginaw,5. Strong Oppose,1
Caucasian,M,18-29,Marquette,Undecided/Unsure,1
Caucasian,M,30-44,Clinton,1. Strong Support,3
Black,M,65+,Washtenaw,5. Strong Oppose,19
Black,F,45-64,Genesee,4. Lean Oppose,23
Unknown,M,30-44,Washtenaw,4. Lean Oppose,11
Black,M,45-64,Kent,2. Lean Support,59
Caucasian,F,30-44,Shiawassee,Undecided/Unsure,2
Caucasian,F,45-64,Iosco,1. Strong Support,4
Caucasian,M,45-64,Manistee,1. Strong Support,2
Caucasian,M,65+,Ingham,Not Voting,1
Caucasian,M,30-44,Otsego,5. Strong Oppose,5
Caucasian,F,18-29,St. Clair,4. Lean Oppose,7
Unknown,F,18-29,Midland,1. Strong Support,6
Black,F,45-64,Monroe,1. Strong Support,3
Hispanic,M,45-64,Eaton,1. Strong Support,2
Caucasian,M,65+,Antrim,1. Strong Support,2
Caucasian,M,45-64,Osceola,1. Strong Support,1
Caucasian,F,45-64,Livingston,4. Lean Oppose,2
Unknown,M,45-64,Sanilac,1. Strong Support,1
Hispanic,F,18-29,Ingham,4. Lean Oppose,1
Caucasian,M,45-64,Saginaw,5. Strong Oppose,24
Caucasian,M,45-64,Kent,5. Strong Oppose,28
Unknown,M,30-44,Wayne,5. Strong Oppose,41
Unknown,M,65+,St. Clair,1. Strong Support,3
Asian,M,30-44,Wayne,Not Voting,11
Asian,F,18-29,Wayne,2. Lean Support,2
Caucasian,M,18-29,Calhoun,5. Strong Oppose,25
Unknown,M,18-29,Oakland,Undecided/Unsure,4
Unknown,M,65+,Kent,2. Lean Support,2
Black,M,45-64,Calhoun,5. Strong Oppose,20
Caucasian,F,30-44,Ionia,5. Strong Oppose,10
Caucasian,F,45-64,Delta,1. Strong Support,2
Caucasian,F,45-64,Arenac,5. Strong Oppose,4
Caucasian,M,45-64,Roscommon,5. Strong Oppose,1
Hispanic,M,30-44,St. Clair,Not Voting,3
Black,M,45-64,St. Clair,1. Strong Support,1
Caucasian,M,45-64,Midland,1. Strong Support,1
Caucasian,M,45-64,Berrien,Not Voting,1
Black,F,30-44,Mecosta,5. Strong Oppose,1
Asian,M,30-44,St. Joseph,5. Strong Oppose,1
Black,M,45-64,Livingston,Not Voting,1
Black,M,45-64,Wayne,Undecided/Unsure,489
Caucasian,F,45-64,Genesee,Undecided/Unsure,136
Caucasian,F,45-64,Kent,Undecided/Unsure,22
Caucasian,F,65+,Berrien,1. Strong Support,17
Caucasian,M,30-44,Macomb,4. Lean Oppose,59
Black,F,30-44,Oakland,Not Voting,75
Black,M,30-44,Kent,1. Strong Support,500
Caucasian,F,18-29,Bay,1. Strong Support,27
Caucasian,M,18-29,St. Clair,5. Strong Oppose,18
Asian,F,18-29,Oakland,Undecided/Unsure,7
Black,M,45-64,Kent,Not Voting,10
Native American,M,30-44,Chippewa,5. Strong Oppose,2
Caucasian,M,45-64,Allegan,5. Strong Oppose,3
Caucasian,F,18-29,Ingham,Not Voting,2
Black,M,65+,Macomb,5. Strong Oppose,19
Hispanic,M,18-29,Wayne,4. Lean Oppose,2
Caucasian,F,45-64,Lake,5. Strong Oppose,2
Caucasian,F,45-64,Barry,5. Strong Oppose,4
Black,F,18-29,Jackson,1. Strong Support,2
Black,F,65+,Wayne,2. Lean Support,149
Caucasian,M,18-29,Oakland,Not Voting,15
Hispanic,F,45-64,Genesee,1. Strong Support,39
Unknown,M,30-44,Macomb,1. Strong Support,45
Caucasian,F,65+,Cheboygan,1. Strong Support,5
Caucasian,F,18-29,Lapeer,4. Lean Oppose,5
Caucasian,M,30-44,Houghton,5. Strong Oppose,6
Caucasian,M,30-44,Berrien,5. Strong Oppose,8
Caucasian,F,30-44,Otsego,5. Strong Oppose,7
Unknown,F,30-44,Macomb,2. Lean Support,3
Unknown,M,18-29,Kent,4. Lean Oppose,1
Black,F,30-44,Ottawa,1. Strong Support,3
Caucasian,M,18-29,Wexford,5. Strong Oppose,4
Caucasian,F,45-64,Alcona,1. Strong Support,1
Caucasian,F,30-44,Missaukee,1. Strong Support,2
Black,F,45-64,Isabella,4. Lean Oppose,1
Caucasian,F,30-44,Saginaw,1. Strong Support,32
Caucasian,F,30-44,Ingham,5. Strong Oppose,57
Black,M,30-44,Oakland,2. Lean Support,142
Black,M,18-29,Genesee,4. Lean Oppose,8
Black,M,30-44,Muskegon,1. Strong Support,39
Black,M,18-29,Kalamazoo,5. Strong Oppose,56
Asian,M,30-44,Wayne,2. Lean Support,13
Black,M,45-64,Jackson,4. Lean Oppose,1
Caucasian,F,30-44,Muskegon,2. Lean Support,2
Caucasian,F,30-44,Bay,4. Lean Oppose,12
Caucasian,F,30-44,Wexford,1. Strong Support,4
Black,F,18-29,Berrien,Not Voting,5
Caucasian,F,45-64,Montcalm,2. Lean Support,3
Caucasian,F,30-44,Schoolcraft,1. Strong Support,3
Caucasian,M,18-29,Leelanau,Undecided/Unsure,3
Caucasian,M,65+,Emmet,5. Strong Oppose,1
Caucasian,F,45-64,Shiawassee,2. Lean Support,1
Caucasian,F,30-44,Barry,4. Lean Oppose,1
Unknown,M,30-44,Branch,1. Strong Support,1
Asian,F,45-64,Kalamazoo,Undecided/Unsure,1
Asian,F,18-29,Oakland,5. Strong Oppose,38
Unknown,M,65+,Wayne,Not Voting,7
Hispanic,F,65+,Oakland,4. Lean Oppose,4
Black,M,45-64,Ingham,5. Strong Oppose,30
Caucasian,M,45-64,Tuscola,5. Strong Oppose,3
Caucasian,F,30-44,Eaton,5. Strong Oppose,11
Black,F,30-44,Ottawa,5. Strong Oppose,9
Asian,M,45-64,Kent,2. Lean Support,3
Black,F,18-29,Chippewa,5. Strong Oppose,3
Caucasian,M,30-44,Van Buren,5. Strong Oppose,3
Asian,M,18-29,Ingham,Not Voting,1
Caucasian,F,65+,Bay,2. Lean Support,1
Caucasian,F,45-64,Saginaw,2. Lean Support,4
Caucasian,M,45-64,Clinton,1. Strong Support,1
Caucasian,M,30-44,Gratiot,Not Voting,1
Black,M,65+,Oakland,1. Strong Support,1283
Caucasian,F,65+,Isabella,1. Strong Support,7
Caucasian,F,45-64,Kent,1. Strong Support,205
Caucasian,M,45-64,Wayne,Not Voting,20
Caucasian,M,45-64,Washtenaw,Not Voting,7
Black,M,30-44,Macomb,1. Strong Support,580
Caucasian,F,18-29,Calhoun,4. Lean Oppose,7
Black,F,18-29,Isabella,1. Strong Support,8
Caucasian,F,18-29,Emmet,5. Strong Oppose,6
Caucasian,M,65+,Presque Isle,5. Strong Oppose,2
Caucasian,M,45-64,Berrien,5. Strong Oppose,6
Black,F,18-29,Bay,1. Strong Support,2
Black,F,30-44,Ingham,4. Lean Oppose,3
Caucasian,F,65+,Iron,5. Strong Oppose,1
Caucasian,M,30-44,Monroe,Undecided/Unsure,4
Asian,M,18-29,Kalamazoo,1. Strong Support,3
Caucasian,M,30-44,Calhoun,Not Voting,1
Caucasian,F,45-64,Marquette,2. Lean Support,1
Unknown,M,30-44,Lenawee,5. Strong Oppose,1
Caucasian,F,65+,Kalamazoo,1. Strong Support,63
Caucasian,F,30-44,Genesee,1. Strong Support,436
Caucasian,F,45-64,Genesee,Not Voting,6
Black,F,18-29,Ingham,5. Strong Oppose,26
Hispanic,F,18-29,Bay,1. Strong Support,5
Asian,M,65+,Oakland,1. Strong Support,137
Caucasian,F,65+,Grand Traverse,Not Voting,6
Hispanic,F,30-44,Ingham,5. Strong Oppose,12
Caucasian,M,45-64,Ionia,1. Strong Support,3
Caucasian,F,65+,Gogebic,1. Strong Support,4
Caucasian,F,65+,Montmorency,2. Lean Support,1
Caucasian,M,18-29,Livingston,Not Voting,3
Caucasian,F,45-64,Iosco,5. Strong Oppose,3
Unknown,F,30-44,Mecosta,1. Strong Support,1
Black,M,18-29,Jackson,1. Strong Support,2
Hispanic,F,18-29,Kalamazoo,2. Lean Support,1
Black,F,45-64,Washtenaw,5. Strong Oppose,43
Asian,M,45-64,Macomb,1. Strong Support,61
Asian,M,45-64,Macomb,Undecided/Unsure,8
Caucasian,F,45-64,Tuscola,Undecided/Unsure,1
Black,F,30-44,Macomb,Not Voting,5
Hispanic,F,18-29,Berrien,1. Strong Support,13
Caucasian,F,65+,Monroe,1. Strong Support,28
Caucasian,F,65+,Mason,1. Strong Support,3
Hispanic,F,30-44,Gratiot,4. Lean Oppose,4
Caucasian,F,18-29,Luce,5. Strong Oppose,3
Hispanic,F,18-29,Allegan,5. Strong Oppose,4
Black,M,65+,Eaton,1. Strong Support,2
Caucasian,M,30-44,Barry,4. Lean Oppose,2
Hispanic,F,18-29,Eaton,1. Strong Support,1
Caucasian,M,30-44,Menominee,1. Strong Support,1
Black,F,18-29,Cass,1. Strong Support,1
Hispanic,M,45-64,Midland,5. Strong Oppose,1
Caucasian,F,30-44,Livingston,Not Voting,1
Black,M,45-64,Oakland,1. Strong Support,2505
Caucasian,F,65+,Mecosta,5. Strong Oppose,3
Hispanic,M,65+,Ingham,5. Strong Oppose,4
Hispanic,F,45-64,Ottawa,2. Lean Support,7
Caucasian,F,45-64,Washtenaw,4. Lean Oppose,6
Unknown,M,45-64,Ingham,5. Strong Oppose,7
Hispanic,M,45-64,Genesee,Undecided/Unsure,19
Caucasian,F,45-64,Calhoun,Undecided/Unsure,3
Black,M,45-64,Macomb,5. Strong Oppose,143
Hispanic,M,18-29,Kent,Undecided/Unsure,79
Hispanic,M,18-29,Ionia,5. Strong Oppose,8
Black,F,45-64,Ingham,5. Strong Oppose,48
Hispanic,F,18-29,Ingham,Undecided/Unsure,6
Hispanic,M,45-64,Kalamazoo,1. Strong Support,6
Black,F,45-64,Oakland,Not Voting,63
Black,M,45-64,Oakland,Not Voting,58
Asian,F,30-44,Oakland,5. Strong Oppose,52
Unknown,F,65+,Oakland,Undecided/Unsure,9
Black,M,30-44,Berrien,5. Strong Oppose,37
Hispanic,M,30-44,Kent,5. Strong Oppose,36
Black,F,65+,Calhoun,2. Lean Support,4
Asian,M,30-44,Ingham,5. Strong Oppose,7
Caucasian,F,45-64,Montcalm,1. Strong Support,12
Caucasian,M,45-64,Gratiot,5. Strong Oppose,2
Caucasian,M,18-29,Calhoun,1. Strong Support,6
Hispanic,M,18-29,Marquette,1. Strong Support,3
Hispanic,F,18-29,Ottawa,5. Strong Oppose,24
Hispanic,F,18-29,Muskegon,Undecided/Unsure,5
Hispanic,F,65+,Genesee,2. Lean Support,2
Caucasian,M,30-44,Clare,1. Strong Support,2
Asian,M,18-29,Ingham,1. Strong Support,2
Black,F,30-44,Allegan,5. Strong Oppose,1
Hispanic,M,45-64,Wayne,Undecided/Unsure,33
Asian,F,65+,Washtenaw,5. Strong Oppose,10
Asian,F,30-44,Wayne,1. Strong Support,116
Unknown,F,30-44,Macomb,5. Strong Oppose,33
Unknown,M,45-64,Wayne,Undecided/Unsure,6
Hispanic,M,18-29,Wayne,1. Strong Support,43
Caucasian,M,30-44,Grand Traverse,1. Strong Support,18
Caucasian,F,45-64,Newaygo,5. Strong Oppose,7
Caucasian,M,45-64,Lenawee,5. Strong Oppose,9
Caucasian,F,30-44,Dickinson,5. Strong Oppose,4
Unknown,F,45-64,Kalamazoo,5. Strong Oppose,2
Black,F,30-44,Newaygo,1. Strong Support,1
Caucasian,F,45-64,Ogemaw,1. Strong Support,2
Black,M,45-64,Genesee,1. Strong Support,1281
Caucasian,F,65+,Kent,2. Lean Support,15
Caucasian,F,30-44,Kent,1. Strong Support,739
Unknown,F,65+,Oakland,5. Strong Oppose,21
Caucasian,F,30-44,Isabella,5. Strong Oppose,8
Unknown,F,45-64,Washtenaw,Not Voting,6
Caucasian,F,18-29,Kalamazoo,1. Strong Support,126
Hispanic,M,30-44,Oakland,5. Strong Oppose,18
Black,M,30-44,Macomb,4. Lean Oppose,24
Asian,M,18-29,Washtenaw,1. Strong Support,31
Black,F,18-29,Calhoun,4. Lean Oppose,4
Hispanic,M,45-64,Eaton,5. Strong Oppose,4
Black,M,65+,Washtenaw,1. Strong Support,37
Caucasian,F,45-64,Emmet,1. Strong Support,6
Asian,M,18-29,Ingham,5. Strong Oppose,10
Asian,M,30-44,Kent,Undecided/Unsure,5
Unknown,F,30-44,Lenawee,1. Strong Support,1
Hispanic,F,30-44,Livingston,1. Strong Support,1
Caucasian,F,30-44,Charlevoix,4. Lean Oppose,1
Unknown,F,18-29,Chippewa,1. Strong Support,1
Caucasian,M,30-44,Marquette,4. Lean Oppose,1
Caucasian,M,65+,St. Clair,5. Strong Oppose,8
Caucasian,F,65+,Wexford,1. Strong Support,7
Black,F,30-44,Ingham,Undecided/Unsure,5
Caucasian,M,18-29,Kent,Undecided/Unsure,54
Black,F,18-29,Macomb,2. Lean Support,30
Caucasian,M,18-29,Oakland,4. Lean Oppose,35
Unknown,F,18-29,Genesee,1. Strong Support,8
Black,M,65+,Kent,Undecided/Unsure,11
Unknown,F,30-44,Kalamazoo,5. Strong Oppose,5
Caucasian,F,45-64,Oscoda,2. Lean Support,2
Caucasian,F,30-44,Sanilac,4. Lean Oppose,1
Caucasian,M,30-44,Isabella,Undecided/Unsure,1
Hispanic,F,18-29,St. Joseph,5. Strong Oppose,3
Unknown,M,65+,Saginaw,5. Strong Oppose,1
Hispanic,F,45-64,Calhoun,5. Strong Oppose,1
Caucasian,M,30-44,Newaygo,4. Lean Oppose,1
Caucasian,F,45-64,Livingston,5. Strong Oppose,15
Caucasian,F,30-44,Kent,2. Lean Support,121
Caucasian,F,30-44,Dickinson,4. Lean Oppose,2
Hispanic,F,18-29,Wayne,4. Lean Oppose,2
Hispanic,M,45-64,Ottawa,1. Strong Support,5
Caucasian,M,45-64,Emmet,1. Strong Support,2
Black,F,65+,Saginaw,Undecided/Unsure,8
Black,M,30-44,Ingham,Undecided/Unsure,8
Hispanic,F,30-44,Ionia,4. Lean Oppose,3
Unknown,M,45-64,Midland,1. Strong Support,3
Caucasian,M,30-44,Otsego,4. Lean Oppose,3
Caucasian,M,45-64,Hillsdale,5. Strong Oppose,1
Caucasian,F,45-64,Ogemaw,5. Strong Oppose,1
Caucasian,F,18-29,Otsego,2. Lean Support,1
Unknown,M,18-29,Lenawee,5. Strong Oppose,1
Caucasian,M,65+,Oakland,1. Strong Support,2223
Unknown,M,30-44,Kent,1. Strong Support,57
Caucasian,M,30-44,Kalamazoo,Undecided/Unsure,46
Caucasian,F,30-44,Bay,5. Strong Oppose,44
Caucasian,F,30-44,Marquette,1. Strong Support,18
Caucasian,M,18-29,Washtenaw,5. Strong Oppose,70
Unknown,M,18-29,Genesee,1. Strong Support,11
Caucasian,F,18-29,Berrien,1. Strong Support,8
Black,F,65+,Muskegon,4. Lean Oppose,5
Asian,F,18-29,Ingham,5. Strong Oppose,7
Caucasian,M,45-64,Monroe,Not Voting,2
Caucasian,M,45-64,Manistee,5. Strong Oppose,3
Hispanic,M,65+,Van Buren,1. Strong Support,1
Caucasian,M,18-29,Iosco,1. Strong Support,1
Caucasian,M,30-44,Grand Traverse,2. Lean Support,3
Caucasian,M,65+,Clinton,5. Strong Oppose,3
Caucasian,M,65+,Ingham,1. Strong Support,16
Caucasian,F,45-64,Kent,4. Lean Oppose,15
Caucasian,M,65+,Berrien,5. Strong Oppose,4
Asian,M,65+,Macomb,1. Strong Support,23
Black,M,18-29,Oakland,Undecided/Unsure,130
Black,F,30-44,Calhoun,5. Strong Oppose,31
Caucasian,F,18-29,Berrien,5. Strong Oppose,6
Caucasian,F,18-29,Eaton,1. Strong Support,8
Caucasian,M,45-64,Clare,5. Strong Oppose,3
Caucasian,F,65+,Livingston,2. Lean Support,1
Unknown,M,30-44,Kent,2. Lean Support,10
Black,M,45-64,Macomb,Not Voting,7
Hispanic,F,18-29,Monroe,5. Strong Oppose,3
Caucasian,M,30-44,Manistee,4. Lean Oppose,1
Caucasian,M,18-29,Montcalm,1. Strong Support,1
Caucasian,M,18-29,Branch,2. Lean Support,1
Black,M,45-64,Wayne,5. Strong Oppose,1159
Caucasian,F,30-44,Shiawassee,5. Strong Oppose,11
Caucasian,M,65+,Wayne,Not Voting,13
Caucasian,M,18-29,Genesee,4. Lean Oppose,12
Unknown,F,30-44,Kent,5. Strong Oppose,4
Caucasian,F,45-64,Kalkaska,5. Strong Oppose,1
Caucasian,M,45-64,Gogebic,1. Strong Support,1
Unknown,F,45-64,Kent,1. Strong Support,37
Caucasian,M,30-44,Kent,1. Strong Support,621
Caucasian,F,30-44,Macomb,4. Lean Oppose,67
Unknown,M,65+,Wayne,Undecided/Unsure,4
Caucasian,F,45-64,Monroe,1. Strong Support,42
Caucasian,M,65+,Washtenaw,Not Voting,1
Unknown,M,18-29,Macomb,1. Strong Support,13
Caucasian,F,45-64,Berrien,2. Lean Support,1
Caucasian,M,18-29,Ionia,1. Strong Support,3
Black,M,45-64,Kent,Undecided/Unsure,51
Hispanic,M,45-64,Oakland,5. Strong Oppose,24
Hispanic,F,65+,Washtenaw,Undecided/Unsure,5
Caucasian,F,30-44,Chippewa,4. Lean Oppose,2
Unknown,M,45-64,Calhoun,5. Strong Oppose,2
Black,F,45-64,Kalamazoo,4. Lean Oppose,8
Hispanic,M,18-29,Ottawa,Undecided/Unsure,7
Caucasian,F,18-29,Antrim,4. Lean Oppose,3
Asian,M,18-29,Kent,5. Strong Oppose,1
Asian,F,18-29,Ingham,Undecided/Unsure,2
Caucasian,M,65+,Oceana,1. Strong Support,1
Caucasian,F,30-44,Saginaw,Not Voting,1
Hispanic,M,18-29,Ingham,Not Voting,1
Caucasian,F,65+,Washtenaw,1. Strong Support,85
Caucasian,F,65+,Muskegon,1. Strong Support,30
Black,F,18-29,Kent,Undecided/Unsure,50
Caucasian,F,18-29,Monroe,1. Strong Support,4
Caucasian,F,30-44,Alcona,1. Strong Support,1
Black,F,65+,Genesee,Undecided/Unsure,127
Caucasian,M,45-64,Monroe,1. Strong Support,24
Caucasian,M,65+,Genesee,4. Lean Oppose,3
Black,F,45-64,Ingham,Undecided/Unsure,7
Black,F,65+,Bay,2. Lean Support,6
Unknown,M,45-64,Kalamazoo,Undecided/Unsure,3
Caucasian,M,65+,Monroe,4. Lean Oppose,1
Caucasian,M,30-44,St. Joseph,Undecided/Unsure,1
Hispanic,F,45-64,Kent,1. Strong Support,200
Caucasian,M,30-44,Wayne,1. Strong Support,707
Caucasian,F,30-44,Kent,4. Lean Oppose,58
Caucasian,F,45-64,Roscommon,5. Strong Oppose,3
Black,M,30-44,Kalamazoo,5. Strong Oppose,62
Black,F,30-44,Macomb,4. Lean Oppose,25
Caucasian,M,18-29,Washtenaw,Undecided/Unsure,22
Asian,M,18-29,Kent,Undecided/Unsure,13
Caucasian,F,18-29,Monroe,Undecided/Unsure,1
Caucasian,M,30-44,Gogebic,5. Strong Oppose,12
Caucasian,F,30-44,Kalkaska,5. Strong Oppose,6
Caucasian,F,30-44,Calhoun,Not Voting,3
Hispanic,M,65+,Washtenaw,Not Voting,2
Caucasian,M,45-64,Chippewa,1. Strong Support,1
Caucasian,M,65+,Wexford,5. Strong Oppose,1
Black,M,30-44,Van Buren,4. Lean Oppose,1
Caucasian,M,65+,Wayne,2. Lean Support,22
Unknown,F,45-64,Genesee,1. Strong Support,26
Asian,F,45-64,Wayne,2. Lean Support,2
Caucasian,M,45-64,St. Clair,4. Lean Oppose,2
Caucasian,M,18-29,Macomb,1. Strong Support,176
Caucasian,M,30-44,Isabella,1. Strong Support,3
Unknown,M,45-64,Washtenaw,1. Strong Support,23
Black,F,30-44,Kalamazoo,Undecided/Unsure,34
Black,F,45-64,Washtenaw,2. Lean Support,24
Hispanic,F,18-29,Monroe,1. Strong Support,4
Asian,M,18-29,Kalamazoo,2. Lean Support,1
Caucasian,M,45-64,Mackinac,5. Strong Oppose,1
Black,M,45-64,Ingham,Undecided/Unsure,3
Black,F,18-29,Saginaw,Undecided/Unsure,4
Hispanic,F,45-64,Lenawee,2. Lean Support,3
Hispanic,M,18-29,Berrien,Not Voting,6
Caucasian,M,45-64,Charlevoix,2. Lean Support,1
Caucasian,F,45-64,St. Joseph,2. Lean Support,1
Caucasian,M,45-64,Oakland,5. Strong Oppose,656
Caucasian,M,45-64,Genesee,2. Lean Support,9
Caucasian,M,65+,Muskegon,1. Strong Support,12
Black,F,45-64,Calhoun,5. Strong Oppose,61
Hispanic,F,30-44,Wayne,5. Strong Oppose,44
Unknown,M,30-44,Wayne,Undecided/Unsure,16
Black,M,18-29,Berrien,5. Strong Oppose,12
Caucasian,F,18-29,Genesee,5. Strong Oppose,81
Black,M,18-29,Washtenaw,5. Strong Oppose,53
Unknown,F,30-44,Wayne,4. Lean Oppose,4
Caucasian,M,65+,Midland,1. Strong Support,5
Caucasian,M,18-29,Berrien,2. Lean Support,2
Black,M,45-64,Ionia,5. Strong Oppose,1
Black,F,45-64,Jackson,5. Strong Oppose,5
Caucasian,F,65+,Midland,5. Strong Oppose,5
Caucasian,M,18-29,Livingston,1. Strong Support,10
Caucasian,F,45-64,Crawford,1. Strong Support,2
Caucasian,M,65+,Monroe,Not Voting,2
Caucasian,F,18-29,Midland,1. Strong Support,4
Black,M,45-64,Gratiot,1. Strong Support,1
Asian,M,45-64,Washtenaw,5. Strong Oppose,38
Black,F,30-44,Wayne,5. Strong Oppose,1310
Caucasian,M,30-44,Kalamazoo,5. Strong Oppose,60
Black,M,45-64,Wayne,2. Lean Support,311
Caucasian,F,18-29,Genesee,Undecided/Unsure,133
Caucasian,F,18-29,Ingham,1. Strong Support,56
Black,F,18-29,Washtenaw,5. Strong Oppose,59
Caucasian,F,45-64,Leelanau,1. Strong Support,6
